repayment_id,loan_id,repayment_amount,loan_repayment_method_id,repayment_collected_date,collector_id,repayment_backdate,repayment_backdated_date,repayment_adjust_remaining_schedule,repayment_adjust_remaining_schedule_pro_rata,repayment_manual_composition,principal_repayment_amount,interest_repayment_amount,fees_repayment_amount,penalty_repayment_amount,loandisk_system_date,repayment_description,dea_cash_bank_account,branch_id,custom_field_23214
59594291,7542086,20000.0,35307,01/01/2025,73124,,,,,,0.0,17000.0,3000.0,0.0,02/01/2025 6:31am,,,55886,
59752392,6828657,5000.0,35307,02/01/2025,73124,,,,,,4076.57,0.0,0.0,923.43,06/01/2025 3:50am,,,55886,
59752407,6509571,6900.0,35307,02/01/2025,73124,,,,,,5461.2,39.3,0.0,1399.5,06/01/2025 3:51am,,,55886,
59752424,6930067,73175.0,35307,02/01/2025,80134,,,,,,40797.33,29374.08,3003.59,0.0,06/01/2025 3:53am,,,55886,
59752457,6828657,5000.0,35307,03/01/2025,73124,,,,,,4732.95,0.0,0.0,267.05,06/01/2025 3:54am,,,55886,
59752496,7436069,15920.0,35307,03/01/2025,73124,,,,,,8333.33,4000.0,3003.36,583.31,06/01/2025 3:57am,,,55886,
59752502,7498715,3575.0,35307,03/01/2025,73124,,,,,,2896.0,579.0,100.0,0.0,06/01/2025 3:58am,,,55886,
59752570,7444235,25505.0,35307,03/01/2025,73124,,,,,,21205.0,4300.0,0.0,0.0,06/01/2025 4:01am,,,55886,
59752704,6634763,2000.0,35307,04/01/2025,73124,,,,,,0.0,2000.0,0.0,0.0,25/01/2025 9:21am,,,55886,
59752711,7513584,100050.0,35307,04/01/2025,73124,,,,,,82650.0,13050.0,0.0,4350.0,06/01/2025 4:13am,,,55886,
59752788,7481927,25000.0,35307,04/01/2025,73124,,,,,,7000.0,15000.0,3000.0,0.0,06/01/2025 4:15am,,,55886,
59760899,7513584,4437.0,35307,06/01/2025,73124,,,,,,4350.0,0.0,0.0,87.0,06/01/2025 7:46am,,,55886,
59765195,7421985,50000.0,35307,03/01/2025,73124,,,,,,29166.67,14000.0,3916.63,2916.7,06/01/2025 8:25am,,,55886,
59765935,6782198,29063.0,35307,06/01/2025,73124,,,,,,19666.67,9396.33,0.0,0.0,13/01/2025 8:35am,,,55886,
59765953,6782220,3480.0,35307,06/01/2025,73124,,,,,,2800.0,560.0,120.0,0.0,06/01/2025 8:32am,,,55886,
59766339,6634763,4000.0,35307,06/01/2025,73124,,,,,,456.85,3543.15,0.0,0.0,25/01/2025 9:22am,,,55886,
59779500,6748903,3335.0,35307,04/01/2025,80134,,,,,,2402.0,836.0,97.0,0.0,06/01/2025 9:23am,,,55886,
59779589,6748902,17855.0,35307,04/01/2025,80134,,,,,,10375.0,4980.0,2500.0,0.0,08/01/2025 6:31am,,,55886,
59779919,6748903,1780.0,35307,04/01/2025,80134,,,,,,1776.0,0.0,4.0,0.0,08/01/2025 6:33am,,,55886,
59781667,7294632,0.0,35307,06/01/2025,73124,,,,,,0.0,0.0,0.0,0.0,06/01/2025 1:38pm,,,55886,
59781691,6685770,20000.0,35307,06/01/2025,73124,,,,,,11686.76,8313.24,0.0,0.0,06/01/2025 9:35am,,,55886,
59794041,6509571,10200.0,35307,06/01/2025,73124,,,,,,9796.44,0.0,0.0,403.56,06/01/2025 11:57am,,,55886,
59794159,6509571,10500.0,35307,06/01/2025,73124,,,,,,292.36,7707.64,2500.0,0.0,06/01/2025 12:01pm,,,55886,
59794223,7497990,26500.0,35307,06/01/2025,73124,,,,,,10000.0,16500.0,0.0,0.0,06/01/2025 12:04pm,,,55886,
59797526,7294533,32000.0,35307,06/01/2025,73124,,,,,,19166.67,9833.33,3000.0,0.0,06/01/2025 1:26pm,,,55886,
59797842,6414212,3940.0,35307,06/01/2025,73124,,,,,,3200.0,640.0,100.0,0.0,06/01/2025 1:37pm,,,55886,
59813039,6304223,60000.0,35307,07/01/2025,80134,,,,,,36666.67,22916.69,416.64,0.0,07/01/2025 1:24pm,,,55886,
59814188,7500371,27000.0,35307,07/01/2025,73124,,,,,,16140.0,7860.0,3000.0,0.0,07/01/2025 4:56am,,,55886,
59845350,7484075,15090.0,35307,07/01/2025,73124,,,,,,6944.44,5000.0,3006.68,138.88,07/01/2025 9:28am,,,55886,
59846319,7518219,9610.0,35307,07/01/2025,73124,,,,,,5555.56,4054.44,0.0,0.0,07/01/2025 9:29am,,,55886,
59847682,7158071,20000.0,35307,07/01/2025,73124,,,,,,0.0,17665.0,2335.0,0.0,07/01/2025 9:32am,,,55886,
59847795,7500371,0.0,35307,07/01/2025,73124,,,,,,0.0,0.0,0.0,0.0,13/01/2025 9:21am,,,55886,
59848023,6616631,21000.0,35307,07/01/2025,73124,,,,,,11364.52,7250.0,2264.65,120.83,07/01/2025 9:37am,,,55886,
59865141,7468240,18000.0,35307,06/01/2025,73124,,,,,,0.0,15000.0,3000.0,0.0,07/01/2025 11:53am,,,55886,
59867166,6982253,438456.0,35307,07/01/2025,73124,,,,,,312500.01,105000.0,20955.02,0.97,07/01/2025 12:09pm,,,55886,
59867430,7538792,36750.0,35307,07/01/2025,73124,,,,,,30000.0,6750.0,0.0,0.0,07/01/2025 12:10pm,,,55886,
59868133,6664447,31533.0,35307,07/01/2025,73124,,,,,,25780.0,5154.0,599.0,0.0,07/01/2025 12:14pm,,,55886,
59872109,6828657,10000.0,35307,07/01/2025,73124,,,,,,0.0,0.0,9121.12,878.88,07/01/2025 12:32pm,,,55886,
59880642,6634763,2000.0,35307,07/01/2025,73124,,,,,,2000.0,0.0,0.0,0.0,25/01/2025 9:22am,,,55886,
59880770,7481927,60870.0,35307,07/01/2025,73124,,,,,,59666.67,0.0,9.99,1193.34,07/01/2025 1:31pm,,,55886,
59886434,7409612,97040.0,35307,07/01/2025,73124,,,,,,69658.96,10448.84,3000.0,13932.2,07/01/2025 2:09pm,,,55886,
59935228,6616631,600.0,35307,07/01/2025,73124,,,,,,600.0,0.0,0.0,0.0,08/01/2025 6:49am,,,55886,
59935523,6616636,49820.0,35307,06/01/2025,73124,,,,,,29571.48,17750.0,2498.52,0.0,08/01/2025 6:58am,,,55886,
59935698,6616636,14.0,35307,08/01/2025,73124,,,,,,11.85,0.0,1.91,0.24,08/01/2025 7:01am,,,55886,
59989271,7363534,51391.0,118491,08/01/2025,80134,,,,,,43000.0,651.0,0.0,7740.0,08/01/2025 12:22pm,,,55886,
59989377,7429201,24576.0,118491,08/01/2025,80134,,,,,,20643.98,0.0,0.0,3932.02,08/01/2025 12:23pm,,,55886,
59989790,7484252,118800.0,118491,08/01/2025,80134,,,,,,118000.0,800.0,0.0,0.0,08/01/2025 12:24pm,,,55886,
60039622,7510358,30250.0,35307,09/01/2025,73124,,,,,,16750.0,7500.0,6000.0,0.0,09/01/2025 8:13am,,,55886,
60040166,7542086,10000.0,35307,09/01/2025,73124,,,,,,0.0,10000.0,0.0,0.0,09/01/2025 8:16am,,,55886,
60040450,6634763,4000.0,35307,09/01/2025,73124,,,,,,4000.0,0.0,0.0,0.0,25/01/2025 9:22am,,,55886,
60040489,7158071,20000.0,35307,09/01/2025,80134,,,,,,13665.0,6335.0,0.0,0.0,31/01/2025 12:15pm,,,55886,
60040670,6616631,120.0,35307,08/01/2025,73124,,,,,,118.81,0.0,0.0,1.19,09/01/2025 8:19am,,,55886,
60040771,6304264,80000.0,35307,08/01/2025,80134,,,,,,975.0,66000.0,10000.0,3025.0,09/01/2025 8:21am,,,55886,
60041054,7377731,42000.0,35307,08/01/2025,73124,,,,,,0.0,0.0,42000.0,0.0,25/01/2025 9:24am,,,55886,
60041985,6678501,25831.0,35307,08/01/2025,73124,,,,,,21741.0,3690.0,400.0,0.0,25/01/2025 9:23am,,,55886,
60043450,6678494,375822.0,35307,08/01/2025,73124,,,,,,298006.12,77600.0,0.0,215.88,25/01/2025 9:23am,,,55886,
60048116,7344430,19000.0,35307,08/01/2025,80134,,,,,,1850.0,3525.0,0.0,13625.0,09/01/2025 8:51am,,,55886,
60132778,6634763,3000.0,35307,09/01/2025,73124,,,,,,3000.0,0.0,0.0,0.0,25/01/2025 9:22am,,,55886,
60132833,7294632,16240.0,35307,09/01/2025,73124,,,,,,6869.8,6240.0,3000.0,130.2,10/01/2025 3:07am,,,55886,
60134422,6184647,34722.0,35307,09/01/2025,80134,,,,,,22222.24,10000.0,2491.54,8.22,10/01/2025 4:36am,,,55886,
60216882,7505514,20000.0,35307,10/01/2025,73124,,,,,,5000.0,15000.0,0.0,0.0,10/01/2025 6:12pm,,,55886,
60232008,6487963,40450.0,35307,11/01/2025,80134,,,,,,19972.22,17975.0,2502.78,0.0,11/01/2025 8:37am,,,55886,
60232016,6487969,6450.0,35307,11/01/2025,80134,,,,,,5263.0,1056.0,131.0,0.0,11/01/2025 8:37am,,,55886,
60232279,6907428,40000.0,35307,11/01/2025,80134,,,,,,14365.56,25634.44,0.0,0.0,11/01/2025 8:38am,,,55886,
60232470,6634773,3400.0,35307,11/01/2025,73124,,,,,,2776.0,555.0,69.0,0.0,11/01/2025 8:41am,,,55886,
60232779,6634763,2540.0,35307,11/01/2025,73124,,,,,,1459.82,0.0,1080.18,0.0,11/01/2025 8:42am,,,55886,
60320821,7552150,20000.0,35307,11/01/2025,73124,,,,,,6400.0,9937.5,3000.0,662.5,13/01/2025 8:36am,,,55886,
60331080,7500371,10000.0,35307,13/01/2025,73124,,,,,,235.0,6750.9,3000.0,14.1,13/01/2025 9:22am,,,55886,
60345853,7542086,20000.0,35307,13/01/2025,73124,,,,,,1108.4,18891.6,0.0,0.0,13/01/2025 10:46am,,,55886,
60345857,7542086,10000.0,35307,13/01/2025,73124,,,,,,10000.0,0.0,0.0,0.0,13/01/2025 10:46am,,,55886,
60405799,6658330,52115.0,35307,14/01/2025,80134,,,,,,50000.0,1615.0,0.0,500.0,14/01/2025 6:01am,,,55886,
60405809,6658342,25080.0,35307,14/01/2025,80134,,,,,,20315.0,4265.0,500.0,0.0,14/01/2025 7:09am,,,55886,
60476895,6616632,4100.0,35307,14/01/2025,73124,,,,,,3340.0,676.0,84.0,0.0,14/01/2025 12:48pm,,,55886,
60476918,7542086,30000.0,35307,14/01/2025,73124,,,,,,30000.0,0.0,0.0,0.0,14/01/2025 12:49pm,,,55886,
60477073,7500384,20800.0,35307,14/01/2025,80134,,,,,,10000.0,7200.0,3000.0,600.0,31/01/2025 12:16pm,,,55886,
60477100,7500550,3200.0,35307,14/01/2025,73124,,,,,,2537.0,563.0,100.0,0.0,14/01/2025 12:51pm,,,55886,
60479638,7337339,5118.0,35307,14/01/2025,73124,,,,,,4182.0,836.0,100.0,0.0,14/01/2025 1:14pm,,,55886,
60479654,7337310,194882.0,35307,14/01/2025,73124,,,,,,100504.8,72800.0,20999.44,577.76,14/01/2025 1:15pm,,,55886,
60481020,7547782,6614.0,35307,14/01/2025,80134,,,,,,5428.0,1086.0,100.0,0.0,31/01/2025 12:17pm,,,55886,
60481100,7547778,21648.0,35307,14/01/2025,80134,,,,,,12600.0,6048.0,3000.0,0.0,14/01/2025 1:52pm,,,55886,
60508065,6828657,50000.0,35307,14/01/2025,73124,,,,,,21971.9,8392.2,18878.88,757.02,15/01/2025 4:02am,,,55886,
60508458,7158071,40000.0,35307,15/01/2025,80134,,,,,,35683.25,0.0,0.0,4316.75,15/01/2025 4:21am,,,55886,
60508581,6907428,30000.0,35307,15/01/2025,80134,,,,,,23020.55,4479.45,2500.0,0.0,15/01/2025 4:23am,,,55886,
60510243,7484163,0.0,35307,14/01/2025,80134,,,,,,0.0,0.0,0.0,0.0,15/01/2025 6:10am,,,55886,
60521173,7484163,999999.0,35307,15/01/2025,80134,,,,,,533333.36,405998.94,54000.0,6666.7,15/01/2025 8:44am,,,55886,
60521213,7484163,692668.0,35307,15/01/2025,80134,,,,,,666666.64,26001.06,0.0,0.3,15/01/2025 8:45am,,,55886,
60549779,7568428,28000.0,35307,15/01/2025,80134,,,,,,12458.35,15541.65,0.0,0.0,15/01/2025 11:28am,,,55886,
60552685,7338838,26167.0,35307,15/01/2025,80134,,,,,,13333.33,9600.0,2967.01,266.66,15/01/2025 11:40am,,,55886,
60552817,7338859,3543.0,35307,15/01/2025,80134,,,,,,2896.0,579.0,68.0,0.0,15/01/2025 11:41am,,,55886,
60588714,7562175,43000.0,35307,15/01/2025,73124,,,,,,4969.95,16440.0,21361.72,228.33,15/01/2025 1:30pm,,,55886,
60617797,7568428,34000.0,35307,15/01/2025,80134,,,,,,34000.0,0.0,0.0,0.0,15/01/2025 5:49pm,,,55886,
60617838,7500550,300.0,35307,15/01/2025,73124,,,,,,279.0,0.0,21.0,0.0,31/01/2025 12:16pm,,,55886,
60617846,7158071,10000.0,35307,15/01/2025,80134,,,,,,10000.0,0.0,0.0,0.0,15/01/2025 5:50pm,,,55886,
60617882,7542086,5000.0,35307,15/01/2025,73124,,,,,,5000.0,0.0,0.0,0.0,15/01/2025 5:53pm,,,55886,
60629330,7158071,30000.0,35307,16/01/2025,80134,,,,,,29593.48,0.0,0.0,406.52,16/01/2025 5:37am,,,55886,
60634867,6557947,22700.0,35307,16/01/2025,73124,,,,,,12717.08,7630.25,2352.67,0.0,16/01/2025 7:29am,,,55886,
60657767,6685770,10000.0,35307,16/01/2025,73124,,,,,,10000.0,0.0,0.0,0.0,16/01/2025 9:37am,,,55886,
60686481,7181256,22000.0,35307,16/01/2025,73124,,,,,,10249.52,8800.0,2950.48,0.0,16/01/2025 1:08pm,,,55886,
60728945,7542086,15000.0,35307,17/01/2025,73124,,,,,,15000.0,0.0,0.0,0.0,17/01/2025 6:01am,,,55886,
60732128,7526496,27000.0,35307,16/01/2025,73124,,,,,,0.0,0.0,17900.0,9100.0,17/01/2025 6:14am,,,55886,
60736170,7551889,18000.0,35307,17/01/2025,73124,,,,,,0.0,18000.0,0.0,0.0,24/01/2025 1:08pm,,,55886,
60745446,7158071,10000.0,35307,17/01/2025,80134,,,,,,9889.42,0.0,0.0,110.58,17/01/2025 8:39am,,,55886,
60788741,6828657,10000.0,35307,17/01/2025,73124,,,,,,6392.2,3607.8,0.0,0.0,25/01/2025 9:19am,,,55886,
60788811,7568428,50000.0,35307,17/01/2025,80134,,,,,,50000.0,0.0,0.0,0.0,17/01/2025 1:48pm,,,55886,
60828690,7158071,1200.0,35307,18/01/2025,80134,,,,,,1168.85,0.0,19.46,11.69,18/01/2025 6:40am,,,55886,
60828708,7542086,3000.0,35307,18/01/2025,73124,,,,,,2629.93,0.0,370.07,0.0,25/01/2025 9:20am,,,55886,
60828743,6748902,6000.0,35307,18/01/2025,73124,,,,,,0.0,3501.0,2499.0,0.0,18/01/2025 6:43am,,,55886,
60828757,6748903,3000.0,35307,18/01/2025,80134,,,,,,2068.0,836.0,96.0,0.0,31/01/2025 12:21pm,,,55886,
60828783,7552309,17000.0,35307,18/01/2025,73124,,,,,,6800.0,7200.0,3000.0,0.0,18/01/2025 6:45am,,,55886,
60828955,6616632,50.0,35307,17/01/2025,73124,,,,,,38.0,0.0,12.0,0.0,18/01/2025 6:49am,,,55886,
60869098,7500371,350.0,35307,17/01/2025,73124,,,,,,350.0,0.0,0.0,0.0,18/01/2025 1:37pm,,,55886,
60869129,6634763,1500.0,35307,17/01/2025,73124,,,,,,0.0,80.18,1419.82,0.0,18/01/2025 1:38pm,,,55886,
60870058,6828657,20000.0,35307,18/01/2025,73124,,,,,,20000.0,0.0,0.0,0.0,18/01/2025 1:43pm,,,55886,
60874865,7568428,7153.0,35307,18/01/2025,80134,,,,,,7152.65,0.0,0.0,0.35,18/01/2025 3:01pm,,,55886,
60903464,7547760,92000.0,35307,16/01/2025,80134,,,,,,47450.0,41550.0,3000.0,0.0,20/01/2025 4:11am,,,55886,
60903509,6685770,6980.0,35307,19/01/2025,73124,,,,,,6979.89,0.0,0.0,0.11,20/01/2025 4:17am,,,55886,
60903511,6687823,13020.0,35307,19/01/2025,73124,,,,,,10302.0,2418.0,300.0,0.0,20/01/2025 4:18am,,,55886,
60903513,7542086,50.0,35307,19/01/2025,73124,,,,,,0.0,0.0,50.0,0.0,20/01/2025 4:19am,,,55886,
60903515,7542096,4950.0,35307,19/01/2025,73124,,,,,,3285.0,1565.0,100.0,0.0,20/01/2025 4:19am,,,55886,
60910207,6828657,14000.0,35307,14/01/2025,73124,,,,,,0.0,14000.0,0.0,0.0,20/01/2025 6:52am,,,55886,
60910769,7500371,3500.0,35307,15/01/2025,73124,,,,,,2390.9,1109.1,0.0,0.0,20/01/2025 7:02am,,,55886,
60910794,7500371,3000.0,35307,15/01/2025,73124,,,,,,3000.0,0.0,0.0,0.0,20/01/2025 7:03am,,,55886,
60910801,7500371,5500.0,35307,16/01/2025,73124,,,,,,5500.0,0.0,0.0,0.0,20/01/2025 7:03am,,,55886,
60973792,7552309,8370.0,35307,20/01/2025,73124,,,,,,8200.0,0.0,6.0,164.0,20/01/2025 1:13pm,,,55886,
60998476,7588114,15000.0,35307,20/01/2025,73124,,,,,,0.0,15000.0,0.0,0.0,20/01/2025 5:36pm,,,55886,
61007247,7421985,45300.0,35307,20/01/2025,73124,,,,,,29166.67,14000.0,2133.33,0.0,21/01/2025 4:22am,,,55886,
61015745,7714049,50730.0,35307,21/01/2025,80134,,,,,,32250.0,15480.0,3000.0,0.0,21/01/2025 7:29am,,,55886,
61054929,6828657,10200.0,35307,21/01/2025,73124,,,,,,9718.91,0.0,481.09,0.0,25/01/2025 9:20am,,,55886,
61114440,7568991,53100.0,35307,21/01/2025,80134,,,,,,28888.89,20800.0,3122.22,288.89,22/01/2025 4:46am,,,55886,
61114735,7724448,3000.0,35307,21/01/2025,73124,,,,,,0.0,3000.0,0.0,0.0,25/01/2025 9:19am,,,55886,
61120294,6509571,10000.0,35307,22/01/2025,73124,,,,,,7289.14,1622.36,0.0,1088.5,22/01/2025 7:16am,,,55886,
61203881,7069122,17000.0,35307,21/01/2025,80134,,,,,,5050.6,8960.0,2989.4,0.0,22/01/2025 5:44pm,,,55886,
61213552,6509571,3000.0,35307,22/01/2025,73124,,,,,,3000.0,0.0,0.0,0.0,23/01/2025 5:46am,,,55886,
61213564,6509571,5000.0,35307,23/01/2025,73124,,,,,,4947.39,0.0,0.0,52.61,23/01/2025 5:47am,,,55886,
61270615,6658342,998.0,35307,23/01/2025,80134,,,,,,998.0,0.0,0.0,0.0,31/01/2025 12:22pm,,,55886,
61272614,6509571,2350.0,35307,23/01/2025,73124,,,,,,313.47,0.0,2036.53,0.0,23/01/2025 12:17pm,,,55886,
61273088,7588105,25300.0,35307,22/01/2025,73124,,,,,,0.0,22300.0,3000.0,0.0,23/01/2025 12:20pm,,,55886,
61316376,7334250,5050.0,35307,24/01/2025,73124,,,,,,2583.33,2466.67,0.0,0.0,24/01/2025 5:27am,,,55886,
61321141,7334250,4800.0,35303,24/01/2025,73124,,,,,,2833.34,1966.66,0.0,0.0,24/01/2025 6:56am,,,55886,
61368386,7587137,5050.0,35307,23/01/2025,73124,,,,,,0.0,5050.0,0.0,0.0,24/01/2025 1:11pm,,,55886,
61372085,7538886,49700.0,35307,24/01/2025,80134,,,,,,37500.0,12200.0,0.0,0.0,31/01/2025 12:19pm,,,55886,
61372117,7179853,17750.0,35307,24/01/2025,80134,,,,,,8333.33,6000.0,2750.03,666.64,31/01/2025 12:19pm,,,55886,
61372466,7179863,4550.0,35303,24/01/2025,80134,,,,,,3273.0,1177.0,100.0,0.0,24/01/2025 11:54am,,,55886,
61377356,6863831,20100.0,35303,24/01/2025,73124,,,,,,9777.78,7040.0,3184.44,97.78,24/01/2025 12:23pm,,,55886,
61381657,7587137,5000.0,35307,17/01/2025,73124,,,,,,0.0,2000.0,3000.0,0.0,24/01/2025 1:10pm,,,55886,
61389900,7383581,143000.0,35307,24/01/2025,80134,,,,,,79018.55,57772.0,2999.89,3209.56,24/01/2025 1:56pm,,,55886,
61407573,7383581,1500.0,35307,24/01/2025,80134,,,,,,1220.34,0.0,279.66,0.0,24/01/2025 5:03pm,,,55886,
61416226,7568926,7000.0,35307,25/01/2025,80134,,,,,,0.0,3000.0,3000.0,1000.0,25/01/2025 5:24am,,,55886,
61416268,6092144,42500.0,35307,25/01/2025,80134,,,,,,25000.0,15000.0,2500.0,0.0,25/01/2025 5:25am,,,55886,
61416753,7568926,20500.0,35307,25/01/2025,80134,,,,,,19000.0,1500.0,0.0,0.0,25/01/2025 6:19am,,,55886,
61420945,7181256,10000.0,35307,25/01/2025,73124,,,,,,7622.47,0.0,0.0,2377.53,25/01/2025 7:16am,,,55886,
61437080,7181256,10000.0,35307,25/01/2025,73124,,,,,,10000.0,0.0,0.0,0.0,25/01/2025 9:25am,,,55886,
61437376,7181256,8800.0,35307,25/01/2025,73124,,,,,,8794.68,0.0,5.32,0.0,31/01/2025 12:13pm,,,55886,
61483422,7562175,20000.0,35307,24/01/2025,73124,,,,,,17863.38,0.0,528.95,1607.67,25/01/2025 5:15pm,,,55886,
61484723,6509578,4000.0,35307,25/01/2025,73124,,,,,,3097.0,703.0,200.0,0.0,25/01/2025 5:22pm,,,55886,
61484797,7231374,108112.0,35307,25/01/2025,73124,,,,,,61111.11,44000.0,3000.89,0.0,25/01/2025 5:23pm,,,55886,
61520667,7568926,1000.0,35307,25/01/2025,80134,,,,,,1000.0,0.0,0.0,0.0,31/01/2025 12:20pm,,,55886,
61520831,6748902,4000.0,35307,25/01/2025,80134,,,,,,2521.0,1479.0,0.0,0.0,27/01/2025 4:01am,,,55886,
61520840,6748902,2000.0,35307,25/01/2025,80134,,,,,,2000.0,0.0,0.0,0.0,27/01/2025 4:02am,,,55886,
61520841,6748902,2500.0,35307,25/01/2025,80134,,,,,,2500.0,0.0,0.0,0.0,27/01/2025 4:02am,,,55886,
61521298,6557947,18000.0,35307,27/01/2025,80134,,,,,,7885.77,7630.25,2483.98,0.0,27/01/2025 4:59am,,,55886,
61523079,7587872,64500.0,35307,27/01/2025,73124,,,,,,49250.0,11250.0,3000.0,1000.0,31/01/2025 12:12pm,,,55886,
61523360,7587872,1000.0,35307,27/01/2025,73124,,,,,,750.0,0.0,250.0,0.0,31/01/2025 12:12pm,,,55886,
61530870,7443828,5633.0,35307,27/01/2025,73124,,,,,,4614.7,1018.3,0.0,0.0,27/01/2025 8:03am,,,55886,
61530898,7443779,44567.0,35307,27/01/2025,73124,,,,,,24166.67,17400.0,3000.33,0.0,27/01/2025 8:03am,,,55886,
61535106,7596419,14085.0,35307,27/01/2025,73124,,,,,,6444.44,4640.0,3000.56,0.0,27/01/2025 8:32am,,,55886,
61620646,7542096,23000.0,35307,28/01/2025,73124,,,,,,19670.0,3130.0,200.0,0.0,28/01/2025 5:06am,,,55886,
61621317,6634763,2500.0,35307,28/01/2025,73124,,,,,,0.0,2500.0,0.0,0.0,12/02/2025 7:00am,,,55886,
61629030,7069458,4000.0,35307,23/01/2025,80134,,,,,,3182.0,636.0,182.0,0.0,28/01/2025 7:28am,,,55886,
61629070,7069122,9000.0,35307,28/01/2025,80134,,,,,,9000.0,0.0,0.0,0.0,28/01/2025 7:29am,,,55886,
61729301,7447838,20000.0,35307,28/01/2025,73124,,,,,,0.0,0.0,16556.25,3443.75,31/01/2025 12:11pm,,,55886,
61730255,6634763,1500.0,35307,29/01/2025,73124,,,,,,0.0,1500.0,0.0,0.0,31/01/2025 12:14pm,,,55886,
61739726,6557947,3000.0,35307,29/01/2025,80134,,,,,,3000.0,0.0,0.0,0.0,29/01/2025 8:18am,,,55886,
61740589,7596433,5776.0,35307,28/01/2025,73124,,,,,,4730.0,946.0,100.0,0.0,29/01/2025 8:22am,,,55886,
61745558,6748903,700.0,35307,29/01/2025,80134,,,,,,700.0,0.0,0.0,0.0,31/01/2025 12:21pm,,,55886,
61750061,6748902,6000.0,35307,29/01/2025,80134,,,,,,3354.0,146.0,2500.0,0.0,29/01/2025 8:47am,,,55886,
61750237,6748903,1000.0,35307,29/01/2025,80134,,,,,,1000.0,0.0,0.0,0.0,29/01/2025 8:48am,,,55886,
61750242,6748902,2000.0,35307,29/01/2025,80134,,,,,,0.0,2000.0,0.0,0.0,29/01/2025 8:49am,,,55886,
61807341,7069122,4668.0,35307,29/01/2025,80134,,,,,,4616.07,0.0,51.93,0.0,29/01/2025 3:38pm,,,55886,
61816764,7526496,237000.0,35307,29/01/2025,73124,,,,,,182000.0,27300.0,300.0,27400.0,29/01/2025 3:29pm,,,55886,
61832179,7454360,42200.0,35307,29/01/2025,80134,,,,,,30000.0,7200.0,5000.0,0.0,30/01/2025 5:15am,,,55886,
61832981,7344430,20000.0,35307,29/01/2025,80134,,,,,,0.0,0.0,18948.82,1051.18,30/01/2025 5:40am,,,55886,
61833176,6557947,1850.0,35307,30/01/2025,80134,,,,,,1831.31,0.0,18.69,0.0,30/01/2025 5:48am,,,55886,
61833280,6634763,1500.0,35307,30/01/2025,73124,,,,,,0.0,1500.0,0.0,0.0,31/01/2025 12:14pm,,,55886,
61833467,6748902,900.0,35307,30/01/2025,80134,,,,,,0.0,900.0,0.0,0.0,30/01/2025 6:02am,,,55886,
61838699,7294632,2000.0,35307,30/01/2025,73124,,,,,,2000.0,0.0,0.0,0.0,30/01/2025 7:44am,,,55886,
61849735,6687823,390.0,35307,30/01/2025,73124,,,,,,389.0,0.0,0.0,1.0,30/01/2025 8:39am,,,55886,
61884763,6909713,28900.0,35307,30/01/2025,80134,,,,,,17500.0,8400.0,3000.0,0.0,30/01/2025 11:45am,,,55886,
61964603,7447838,29000.0,35307,31/01/2025,73124,,,,,,3743.75,7875.0,16443.75,937.5,31/01/2025 12:11pm,,,55886,
61964982,7537027,9905.0,35307,27/01/2025,80134,,,,,,1239.0,4642.5,0.0,4023.5,31/01/2025 7:49am,,,55886,
61965030,7344430,10095.0,35307,27/01/2025,80134,,,,,,91.5,0.0,0.0,10003.5,31/01/2025 7:51am,,,55886,
61965504,7607749,18000.0,35307,31/01/2025,80134,,,,,,5550.0,9450.0,3000.0,0.0,31/01/2025 7:58am,,,55886,
61997846,6907428,40000.0,35307,31/01/2025,80134,,,,,,17561.45,22438.55,0.0,0.0,31/01/2025 10:50am,,,55886,
62015064,7344430,20000.0,35307,31/01/2025,80134,,,,,,3657.64,0.0,15291.18,1051.18,31/01/2025 11:18am,,,55886,
62164113,7607749,36450.0,35307,01/02/2025,80134,,,,,,36450.0,0.0,0.0,0.0,03/02/2025 3:57am,,,55886,
62164672,7500384,20200.0,35307,01/02/2025,80134,,,,,,10000.0,7200.0,3000.0,0.0,10/02/2025 7:48am,,,55886,
62164683,7500550,3480.0,35307,01/02/2025,80134,,,,,,2816.0,563.0,101.0,0.0,10/02/2025 7:49am,,,55886,
62164688,7648372,9000.0,35307,02/02/2025,73124,,,,,,2304.0,3996.0,2700.0,0.0,03/02/2025 4:41am,,,55886,
62205995,6748902,870.0,35307,03/02/2025,73124,,,,,,0.0,870.0,0.0,0.0,03/02/2025 10:19am,,,55886,
62262252,6930067,73175.0,35307,03/02/2025,80134,,,,,,40797.33,29374.08,3003.59,0.0,28/02/2025 2:01pm,,,55886,refID: 111231861-1
62262265,7344430,10000.0,35307,03/02/2025,73124,,,,,,8532.97,0.0,0.0,1467.03,03/02/2025 6:16pm,,,55886,
62283443,7608454,80000.0,35307,04/02/2025,73124,,,,,,65000.0,10000.0,0.0,5000.0,04/02/2025 7:00am,,,55886,
62284894,7510358,40000.0,35307,04/02/2025,73124,,,,,,33250.0,3750.0,3000.0,0.0,04/02/2025 7:27am,,,55886,
62327179,6687823,7000.0,35307,28/01/2025,73124,,,,,,6223.0,677.0,100.0,0.0,04/02/2025 9:42am,,,55886,
62388732,7294632,19000.0,35307,04/02/2025,73124,,,,,,9760.0,6240.0,3000.0,0.0,05/02/2025 6:10am,,,55886,
